index, name                                                   , type      , volume-mm3 
1   , ctx-rh-lateralorbitofrontal_9                          , cortical  ,      346.0 
2   , ctx-rh-lateralorbitofrontal_11                         , cortical  ,      484.0 
3   , ctx-rh-lateralorbitofrontal_5                          , cortical  ,      374.0 
4   , ctx-rh-lateralorbitofrontal_6                          , cortical  ,      277.0 
5   , ctx-rh-lateralorbitofrontal_7                          , cortical  ,      802.0 
6   , ctx-rh-lateralorbitofrontal_10                         , cortical  ,      532.0 
7   , ctx-rh-lateralorbitofrontal_4                          , cortical  ,      262.0 
8   , ctx-rh-lateralorbitofrontal_17                         , cortical  ,      286.0 
9   , ctx-rh-lateralorbitofrontal_8                          , cortical  ,      405.0 
10  , ctx-rh-lateralorbitofrontal_15                         , cortical  ,      279.0 
11  , ctx-rh-lateralorbitofrontal_13                         , cortical  ,      251.0 
12  , ctx-rh-lateralorbitofrontal_12                         , cortical  ,      248.0 
13  , ctx-rh-lateralorbitofrontal_1                          , cortical  ,      223.0 
14  , ctx-rh-lateralorbitofrontal_3                          , cortical  ,      475.0 
15  , ctx-rh-lateralorbitofrontal_16                         , cortical  ,      325.0 
16  , ctx-rh-lateralorbitofrontal_14                         , cortical  ,      277.0 
17  , ctx-rh-lateralorbitofrontal_2                          , cortical  ,      470.0 
18  , ctx-rh-parsorbitalis_4                                 , cortical  ,      802.0 
19  , ctx-rh-parsorbitalis_1                                 , cortical  ,      514.0 
20  , ctx-rh-parsorbitalis_2                                 , cortical  ,      657.0 
21  , ctx-rh-parsorbitalis_3                                 , cortical  ,      623.0 
22  , ctx-rh-frontalpole_2                                   , cortical  ,      353.0 
23  , ctx-rh-frontalpole_1                                   , cortical  ,      627.0 
24  , ctx-rh-medialorbitofrontal_1                           , cortical  ,      465.0 
25  , ctx-rh-medialorbitofrontal_9                           , cortical  ,      519.0 
26  , ctx-rh-medialorbitofrontal_7                           , cortical  ,      423.0 
27  , ctx-rh-medialorbitofrontal_3                           , cortical  ,      500.0 
28  , ctx-rh-medialorbitofrontal_10                          , cortical  ,      376.0 
29  , ctx-rh-medialorbitofrontal_8                           , cortical  ,      354.0 
30  , ctx-rh-medialorbitofrontal_5                           , cortical  ,      495.0 
31  , ctx-rh-medialorbitofrontal_4                           , cortical  ,      286.0 
32  , ctx-rh-medialorbitofrontal_2                           , cortical  ,      496.0 
33  , ctx-rh-medialorbitofrontal_6                           , cortical  ,      419.0 
34  , ctx-rh-medialorbitofrontal_11                          , cortical  ,      476.0 
35  , ctx-rh-parstriangularis_8                              , cortical  ,      233.0 
36  , ctx-rh-parstriangularis_5                              , cortical  ,      405.0 
37  , ctx-rh-parstriangularis_3                              , cortical  ,      194.0 
38  , ctx-rh-parstriangularis_4                              , cortical  ,      599.0 
39  , ctx-rh-parstriangularis_1                              , cortical  ,      521.0 
40  , ctx-rh-parstriangularis_2                              , cortical  ,      688.0 
41  , ctx-rh-parstriangularis_7                              , cortical  ,      667.0 
42  , ctx-rh-parstriangularis_6                              , cortical  ,      544.0 
43  , ctx-rh-parsopercularis_8                               , cortical  ,      440.0 
44  , ctx-rh-parsopercularis_4                               , cortical  ,      420.0 
45  , ctx-rh-parsopercularis_5                               , cortical  ,      320.0 
46  , ctx-rh-parsopercularis_9                               , cortical  ,      169.0 
47  , ctx-rh-parsopercularis_3                               , cortical  ,      476.0 
48  , ctx-rh-parsopercularis_1                               , cortical  ,      350.0 
49  , ctx-rh-parsopercularis_7                               , cortical  ,      436.0 
50  , ctx-rh-parsopercularis_6                               , cortical  ,      609.0 
51  , ctx-rh-parsopercularis_2                               , cortical  ,      373.0 
52  , ctx-rh-rostralmiddlefrontal_19                         , cortical  ,      639.0 
53  , ctx-rh-rostralmiddlefrontal_21                         , cortical  ,      326.0 
54  , ctx-rh-rostralmiddlefrontal_16                         , cortical  ,      512.0 
55  , ctx-rh-rostralmiddlefrontal_22                         , cortical  ,      605.0 
56  , ctx-rh-rostralmiddlefrontal_24                         , cortical  ,     1141.0 
57  , ctx-rh-rostralmiddlefrontal_10                         , cortical  ,      410.0 
58  , ctx-rh-rostralmiddlefrontal_20                         , cortical  ,      563.0 
59  , ctx-rh-rostralmiddlefrontal_15                         , cortical  ,      482.0 
60  , ctx-rh-rostralmiddlefrontal_18                         , cortical  ,      238.0 
61  , ctx-rh-rostralmiddlefrontal_7                          , cortical  ,      344.0 
62  , ctx-rh-rostralmiddlefrontal_25                         , cortical  ,      636.0 
63  , ctx-rh-rostralmiddlefrontal_23                         , cortical  ,      279.0 
64  , ctx-rh-rostralmiddlefrontal_4                          , cortical  ,      283.0 
65  , ctx-rh-rostralmiddlefrontal_27                         , cortical  ,      535.0 
66  , ctx-rh-rostralmiddlefrontal_14                         , cortical  ,      561.0 
67  , ctx-rh-rostralmiddlefrontal_17                         , cortical  ,      768.0 
68  , ctx-rh-rostralmiddlefrontal_9                          , cortical  ,      230.0 
69  , ctx-rh-rostralmiddlefrontal_12                         , cortical  ,      377.0 
70  , ctx-rh-rostralmiddlefrontal_2                          , cortical  ,      327.0 
71  , ctx-rh-rostralmiddlefrontal_13                         , cortical  ,      467.0 
72  , ctx-rh-rostralmiddlefrontal_11                         , cortical  ,      341.0 
73  , ctx-rh-rostralmiddlefrontal_3                          , cortical  ,      363.0 
74  , ctx-rh-rostralmiddlefrontal_5                          , cortical  ,      722.0 
75  , ctx-rh-rostralmiddlefrontal_8                          , cortical  ,      325.0 
76  , ctx-rh-rostralmiddlefrontal_26                         , cortical  ,      231.0 
77  , ctx-rh-rostralmiddlefrontal_1                          , cortical  ,      392.0 
78  , ctx-rh-rostralmiddlefrontal_6                          , cortical  ,      482.0 
79  , ctx-rh-superiorfrontal_40                              , cortical  ,      558.0 
80  , ctx-rh-superiorfrontal_4                               , cortical  ,      490.0 
81  , ctx-rh-superiorfrontal_3                               , cortical  ,      454.0 
82  , ctx-rh-superiorfrontal_14                              , cortical  ,      393.0 
83  , ctx-rh-superiorfrontal_7                               , cortical  ,      601.0 
84  , ctx-rh-superiorfrontal_23                              , cortical  ,      614.0 
85  , ctx-rh-superiorfrontal_10                              , cortical  ,      463.0 
86  , ctx-rh-superiorfrontal_39                              , cortical  ,      481.0 
87  , ctx-rh-superiorfrontal_19                              , cortical  ,      275.0 
88  , ctx-rh-superiorfrontal_29                              , cortical  ,      373.0 
89  , ctx-rh-superiorfrontal_1                               , cortical  ,      530.0 
90  , ctx-rh-superiorfrontal_27                              , cortical  ,      262.0 
91  , ctx-rh-superiorfrontal_30                              , cortical  ,      481.0 
92  , ctx-rh-superiorfrontal_15                              , cortical  ,      402.0 
93  , ctx-rh-superiorfrontal_2                               , cortical  ,      660.0 
94  , ctx-rh-superiorfrontal_11                              , cortical  ,      298.0 
95  , ctx-rh-superiorfrontal_37                              , cortical  ,      543.0 
96  , ctx-rh-superiorfrontal_8                               , cortical  ,      500.0 
97  , ctx-rh-superiorfrontal_36                              , cortical  ,      463.0 
98  , ctx-rh-superiorfrontal_25                              , cortical  ,      415.0 
99  , ctx-rh-superiorfrontal_24                              , cortical  ,      337.0 
100 , ctx-rh-superiorfrontal_38                              , cortical  ,      341.0 
101 , ctx-rh-superiorfrontal_20                              , cortical  ,      670.0 
102 , ctx-rh-superiorfrontal_5                               , cortical  ,      695.0 
103 , ctx-rh-superiorfrontal_22                              , cortical  ,      537.0 
104 , ctx-rh-superiorfrontal_21                              , cortical  ,      507.0 
105 , ctx-rh-superiorfrontal_12                              , cortical  ,      619.0 
106 , ctx-rh-superiorfrontal_18                              , cortical  ,      415.0 
107 , ctx-rh-superiorfrontal_42                              , cortical  ,      220.0 
108 , ctx-rh-superiorfrontal_13                              , cortical  ,      573.0 
109 , ctx-rh-superiorfrontal_32                              , cortical  ,      631.0 
110 , ctx-rh-superiorfrontal_33                              , cortical  ,      660.0 
111 , ctx-rh-superiorfrontal_28                              , cortical  ,      296.0 
112 , ctx-rh-superiorfrontal_41                              , cortical  ,      284.0 
113 , ctx-rh-superiorfrontal_16                              , cortical  ,      437.0 
114 , ctx-rh-superiorfrontal_6                               , cortical  ,      303.0 
115 , ctx-rh-superiorfrontal_9                               , cortical  ,      621.0 
116 , ctx-rh-superiorfrontal_17                              , cortical  ,      565.0 
117 , ctx-rh-superiorfrontal_31                              , cortical  ,      339.0 
118 , ctx-rh-superiorfrontal_35                              , cortical  ,      530.0 
119 , ctx-rh-superiorfrontal_34                              , cortical  ,      480.0 
120 , ctx-rh-superiorfrontal_26                              , cortical  ,      492.0 
121 , ctx-rh-caudalmiddlefrontal_8                           , cortical  ,      285.0 
122 , ctx-rh-caudalmiddlefrontal_4                           , cortical  ,      456.0 
123 , ctx-rh-caudalmiddlefrontal_2                           , cortical  ,      604.0 
124 , ctx-rh-caudalmiddlefrontal_3                           , cortical  ,      455.0 
125 , ctx-rh-caudalmiddlefrontal_7                           , cortical  ,      450.0 
126 , ctx-rh-caudalmiddlefrontal_5                           , cortical  ,      276.0 
127 , ctx-rh-caudalmiddlefrontal_11                          , cortical  ,      274.0 
128 , ctx-rh-caudalmiddlefrontal_10                          , cortical  ,      407.0 
129 , ctx-rh-caudalmiddlefrontal_1                           , cortical  ,      512.0 
130 , ctx-rh-caudalmiddlefrontal_9                           , cortical  ,      876.0 
131 , ctx-rh-caudalmiddlefrontal_6                           , cortical  ,      403.0 
132 , ctx-rh-precentral_12                                   , cortical  ,      167.0 
133 , ctx-rh-precentral_35                                   , cortical  ,      245.0 
134 , ctx-rh-precentral_28                                   , cortical  ,      520.0 
135 , ctx-rh-precentral_36                                   , cortical  ,      295.0 
136 , ctx-rh-precentral_31                                   , cortical  ,      518.0 
137 , ctx-rh-precentral_5                                    , cortical  ,      361.0 
138 , ctx-rh-precentral_21                                   , cortical  ,      243.0 
139 , ctx-rh-precentral_1                                    , cortical  ,      441.0 
140 , ctx-rh-precentral_8                                    , cortical  ,      218.0 
141 , ctx-rh-precentral_20                                   , cortical  ,      272.0 
142 , ctx-rh-precentral_34                                   , cortical  ,      285.0 
143 , ctx-rh-precentral_2                                    , cortical  ,      442.0 
144 , ctx-rh-precentral_23                                   , cortical  ,      209.0 
145 , ctx-rh-precentral_19                                   , cortical  ,      167.0 
146 , ctx-rh-precentral_22                                   , cortical  ,      175.0 
