index, name                                                   , type      , volume-mm3 
1   , ctx-rh-lateralorbitofrontal_9                          , cortical  ,      466.0 
2   , ctx-rh-lateralorbitofrontal_11                         , cortical  ,      505.0 
3   , ctx-rh-lateralorbitofrontal_5                          , cortical  ,      438.0 
4   , ctx-rh-lateralorbitofrontal_6                          , cortical  ,      346.0 
5   , ctx-rh-lateralorbitofrontal_7                          , cortical  ,      904.0 
6   , ctx-rh-lateralorbitofrontal_10                         , cortical  ,      761.0 
7   , ctx-rh-lateralorbitofrontal_4                          , cortical  ,      280.0 
8   , ctx-rh-lateralorbitofrontal_17                         , cortical  ,      219.0 
9   , ctx-rh-lateralorbitofrontal_8                          , cortical  ,      389.0 
10  , ctx-rh-lateralorbitofrontal_15                         , cortical  ,      313.0 
11  , ctx-rh-lateralorbitofrontal_13                         , cortical  ,      317.0 
12  , ctx-rh-lateralorbitofrontal_12                         , cortical  ,      410.0 
13  , ctx-rh-lateralorbitofrontal_1                          , cortical  ,      439.0 
14  , ctx-rh-lateralorbitofrontal_3                          , cortical  ,      701.0 
15  , ctx-rh-lateralorbitofrontal_16                         , cortical  ,      379.0 
16  , ctx-rh-lateralorbitofrontal_14                         , cortical  ,      458.0 
17  , ctx-rh-lateralorbitofrontal_2                          , cortical  ,      446.0 
18  , ctx-rh-parsorbitalis_4                                 , cortical  ,      762.0 
19  , ctx-rh-parsorbitalis_1                                 , cortical  ,      543.0 
20  , ctx-rh-parsorbitalis_2                                 , cortical  ,      555.0 
21  , ctx-rh-parsorbitalis_3                                 , cortical  ,      808.0 
22  , ctx-rh-frontalpole_2                                   , cortical  ,      350.0 
23  , ctx-rh-frontalpole_1                                   , cortical  ,      646.0 
24  , ctx-rh-medialorbitofrontal_1                           , cortical  ,      346.0 
25  , ctx-rh-medialorbitofrontal_9                           , cortical  ,      503.0 
26  , ctx-rh-medialorbitofrontal_7                           , cortical  ,      668.0 
27  , ctx-rh-medialorbitofrontal_3                           , cortical  ,      460.0 
28  , ctx-rh-medialorbitofrontal_10                          , cortical  ,      237.0 
29  , ctx-rh-medialorbitofrontal_8                           , cortical  ,      412.0 
30  , ctx-rh-medialorbitofrontal_5                           , cortical  ,      442.0 
31  , ctx-rh-medialorbitofrontal_4                           , cortical  ,      211.0 
32  , ctx-rh-medialorbitofrontal_2                           , cortical  ,      399.0 
33  , ctx-rh-medialorbitofrontal_6                           , cortical  ,      485.0 
34  , ctx-rh-medialorbitofrontal_11                          , cortical  ,      458.0 
35  , ctx-rh-parstriangularis_8                              , cortical  ,      304.0 
